RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE,u_uid,r_rid
74164,2931,117961,118343,119796,117905,172635,290919,117908,2156,1209
25560,7314,117961,118300,121951,117905,117906,290919,117908,2122,6109
1020,74746,117961,118327,118933,118321,117906,290919,118322,8250,22
17308,6021,117961,118413,122007,118321,118448,290919,118322,3889,62
37260,20462,117983,117984,117878,120647,305057,118398,120649,8251,727
73456,4274,117961,118327,118744,121414,129558,118704,121416,5867,6110
4675,15990,117961,118413,125133,119849,128470,118638,119851,758,10
28315,72287,126918,126919,118042,118043,118043,270488,118046,385,1268
26924,16855,117961,118225,120041,122849,120324,119095,122850,2137,5819
39262,25293,117961,118386,118317,128764,130802,118612,128765,2978,118
29634,49283,117961,118300,119195,118321,117906,290919,118322,5429,4053
75834,4998,117961,118343,119598,119928,310608,118331,119929,4608,143
114217,50976,117961,118413,119968,118321,117906,290919,118322,735,6111
26411,55604,118023,118024,117895,117885,117955,117887,117888,6326,1864
40158,7551,117961,118052,118867,118321,117906,290919,118322,1904,6112
45444,21866,117961,117969,118816,120647,129715,118398,120649,7204,133
78841,23340,117961,118225,120663,122030,134579,122032,122033,1155,2389
18418,13814,117961,118343,119598,120497,133686,118424,120499,989,320
17825,14798,117961,118386,118746,128230,302830,4673,128231,5232,204
27082,7504,117961,118300,118783,118321,117906,290919,118322,2525,259
40712,771,117961,118300,120722,118784,152747,290919,118786,2812,1775
28149,71189,117961,118386,118746,118318,168365,118205,118319,8139,56
38751,50040,117961,118327,118391,118777,279443,308574,118779,1143,850
35722,11830,117975,117976,118246,179731,118247,117887,117973,3468,6113
33111,4803,117961,118225,124449,307024,256495,118331,118332,2584,297
73815,28232,118315,118463,118522,123651,151811,118467,123652,4891,533
31009,5697,117961,118386,118692,118784,117906,290919,118786,234,1251
33150,21037,117961,117969,19666,120647,202872,118398,120649,1014,51
88479,16671,117961,118052,118706,118523,310608,118331,118525,87,6114
23181,54258,117890,118102,117878,118568,292195,19721,118570,5444,1074
27124,32241,117961,118327,118933,117905,117906,290919,117908,8254,65
20364,17227,117961,118343,118979,118826,158101,118424,118828,1064,83
43395,2583,118752,118753,117945,118274,128130,292795,118276,972,637
43225,8068,117961,118386,118635,118321,117906,290919,118322,4926,6115
35376,59748,117961,118386,121961,118784,117906,290919,118786,4053,228
31441,3656,117961,118300,118631,120812,157702,118638,120814,5620,311
75834,4718,117961,118446,120317,118784,118785,290919,118786,7464,143
75029,17326,117961,118386,118746,133306,135146,118205,133308,1201,2420
114862,783,117961,118413,277693,128230,302830,4673,128231,1748,6116
80458,7133,117961,118327,118320,118784,118785,290919,118786,2770,2070
31983,17992,117916,118011,118810,118054,120238,117887,118055,5274,1040
20364,125466,117902,117903,120171,121015,160460,119006,121017,3435,83
4650,4588,117961,118225,118403,118321,117906,290919,118322,1228,1876
80950,14811,117961,118343,118344,120812,120812,118638,120814,3567,6117
19399,27858,117918,117919,117912,117885,117913,117887,117888,8255,646
44987,7069,117961,118386,123844,118321,117906,290919,118322,5125,1443
18418,3119,117961,118300,120312,119849,310589,118638,119851,1156,320
34433,59043,117961,118343,118514,118321,117906,290919,118322,5631,111
80684,7510,117961,118446,118684,118777,279443,308574,118779,3523,4637
43714,70062,117961,118386,118387,117905,117906,290919,117908,1889,945
44641,61016,119596,119597,118597,120789,194103,118424,120791,1467,326
15716,46632,119280,119281,118623,280788,130913,292795,119082,6830,63
94767,79876,117961,118386,118404,120115,130884,119695,120117,4898,6118
15720,3270,117961,118225,122870,118563,123784,270488,118565,6045,989
30628,2034,117961,126102,118328,179731,310786,117887,117973,8256,132
7678,124033,124034,124035,117945,280788,126042,292795,119082,5748,138
23921,8709,117961,118300,128830,118054,118054,117887,118055,3631,28
74302,49987,118090,118091,117920,118568,300163,19721,118570,8257,345
80808,820,117961,118300,123719,118777,279443,308574,118779,4530,3936
42021,3869,117961,118225,120050,118321,117906,290919,118322,3216,891
28930,1938,117961,118300,118066,120988,134839,118643,120989,631,2450
36674,12697,118106,118107,117884,117879,117886,19721,117880,8258,178
28931,7935,117961,118052,120539,118321,117906,290919,118322,2366,6120
971,767,117961,118343,120722,123648,123107,120518,123650,4502,264
39264,46472,117961,119256,120943,118995,122492,292795,118997,7836,441
38718,83497,117910,117911,117884,117885,117913,117887,117888,2564,768
19310,47929,5110,117954,117895,118194,118195,117887,118196,8259,883
31441,5652,117961,118300,28618,118784,124402,290919,118786,1302,311
25279,6122,117961,118300,120026,118834,127160,118424,118836,2031,318
34954,3843,117961,118413,120370,118784,237727,290919,118786,1505,1471
95300,7504,117961,118300,118783,118321,117906,290919,118322,2525,6121
42093,3654,117961,118300,118631,118826,168415,118424,118828,2026,211
19975,6982,117961,118300,118783,118777,279443,308574,118779,1969,2160
38114,16641,117929,117940,117941,118568,293374,19721,118570,5804,5751
42914,55896,118074,23779,131868,119192,119192,119184,119194,1381,3971
80667,18686,117961,118386,121883,117905,117906,290919,117908,6915,4071
6977,18213,117961,118386,118692,118451,200947,118453,118454,514,39
41594,55789,121785,121786,120299,121122,217580,118612,121124,628,234
76499,14731,117961,118446,118447,121594,170665,4673,121596,193,6122
80683,20394,117961,118052,118706,120773,305057,118960,120774,6273,4551
34958,7133,117961,118327,118320,118784,118785,290919,118786,2770,302
16767,6879,117902,118041,120323,119093,119094,119095,119096,2219,590
45904,51091,120864,121013,124266,118826,154886,118424,118828,8219,709
2252,783,117961,118413,127522,121594,126485,4673,121596,893,68
39333,72039,91261,118026,118706,118451,126309,118453,118454,6497,939
18418,1539,117961,118225,121716,119849,150266,118638,119851,2550,320
25993,4909,117961,118300,118458,118834,223125,118424,118836,1652,6
15917,1988,117961,118446,16232,117905,117906,290919,117908,236,6123
23921,4727,117961,118300,125872,118530,278014,118131,118532,2599,28
81437,1080,117961,118327,118378,120952,120953,118453,120954,38,6124
87686,2594,117961,118300,120410,128230,302830,4673,128231,1997,6125
29082,1541,117961,118225,123173,120812,123174,118638,120814,39,2560
28660,57599,117890,117891,117878,117879,117879,19721,117880,1917,719
80177,4639,117961,118343,118856,118278,117906,290919,118279,261,2620
18913,12921,117929,117930,119569,179731,119617,117887,117973,8260,164
42093,94844,117961,117969,121617,121618,121619,121620,121621,7761,211
27407,2908,117961,118343,118979,120344,303717,118424,120346,708,4863
4675,49850,117961,118413,122007,117905,118260,290919,117908,535,10
22662,12197,118290,118291,120171,118863,152438,118398,118865,8261,982
30858,205,117961,118386,118746,118784,118785,290919,118786,5849,3232
18688,53230,117876,117877,117878,118568,166926,19721,118570,8262,797
80780,214,117961,118343,6104,118321,117906,290919,118322,434,166
104599,8520,117961,118386,119954,118278,259258,290919,118279,8263,6126
13878,57517,118120,118121,117941,117885,117913,117887,117888,8264,36
26917,19642,117961,118413,118481,118321,117906,290919,118322,360,1897
27122,56112,120140,120141,118492,118451,125738,118453,118454,4671,1122
72024,14829,117961,118052,119986,117905,117906,290919,117908,26,485
75078,3872,117961,118386,118522,118321,117906,290919,118322,1199,81
7543,79114,117961,118225,124449,119849,310589,118638,119851,5162,169
38704,31941,117916,118150,118599,179731,118247,117887,117973,8265,414
39333,95428,91261,118026,118202,118321,117906,290919,118322,1113,939
19998,52351,118573,118574,118042,118043,118043,270488,118046,8266,471
45509,185,119134,119135,118575,118172,307446,249618,118175,2699,6127
82212,7530,117961,118343,118514,132671,132672,290919,132673,1890,6128
28307,36,117961,118413,119968,118321,117906,290919,118322,160,479
79328,3736,117961,118300,120059,118054,118054,117887,118055,5136,27
278393,51314,118595,118596,81476,118834,216197,118424,118836,8267,76
25733,13419,117961,118300,120059,119849,127733,118638,119851,8268,4241
42085,14650,118219,118220,117920,117899,117899,19721,117900,8162,106
6704,6199,117961,118225,120663,117905,117906,290919,117908,2048,4207
75834,4301,117961,118343,118660,120497,309123,118424,120499,4324,143
79154,8088,131853,131854,118481,117905,117906,290919,117908,7981,6130
81499,18046,117961,118300,118783,118321,117906,290919,118322,2406,6131
78226,7520,117961,118343,124725,118784,117906,290919,118786,2394,6132
34895,23111,119691,119692,118635,122967,190850,119695,122969,6768,647
836,1915,117961,118300,119181,118784,117906,290919,118786,56,5196
43952,5987,192441,141176,16232,118321,117906,290919,118322,4108,1778
34924,8243,117887,118178,118320,118321,117906,290919,118322,3725,312
13878,14575,118006,118007,118008,117879,117897,19721,117880,8269,36
74627,17002,5110,117954,117895,118568,157237,19721,118570,877,303
78311,68590,117932,117933,117878,117879,117897,19721,117880,8270,444
33248,4031,117961,118300,120026,118422,239205,118424,118425,1769,31
36020,25772,118006,118007,117941,117879,117897,19721,117880,7071,59
1581,27104,117961,118327,118507,179731,124364,117887,117973,8271,442
75458,2948,118315,118316,225010,118777,279443,308574,118779,2778,6133
40867,45963,117961,118386,118896,122645,309858,119221,122647,89,57
1023,16557,117961,118327,120318,118784,117906,290919,118786,7049,516
43386,1437,118212,118213,118437,118636,192211,118638,118639,470,3198
25975,6018,117961,118413,122007,118321,117906,290919,118322,7105,6134
15714,5580,117902,118041,118556,280788,280788,292795,119082,6394,367
80381,49850,117961,118413,122007,118259,210052,290919,118261,3936,671
26360,15554,117961,118386,123144,118890,125128,118398,118892,2760,391
3617,13441,117961,118225,122870,125793,128018,118643,125795,998,4548
1020,5403,117961,118413,121639,117905,117906,290919,117908,6345,22
45035,2069,118349,118350,117878,119192,186208,119184,119194,4006,242
78367,54618,117961,118052,118992,118321,117906,290919,118322,3070,6135
34005,771,117961,118300,120722,118784,152747,290919,118786,2812,2648
16232,5909,117961,118446,16232,118784,121873,290919,118786,3480,1457
44977,51345,117961,118052,120417,118702,125047,118704,118705,867,1150
28562,85728,118212,118580,117895,117896,117897,117887,117898,3791,935
23885,53369,119920,119921,123766,124886,148437,118643,124888,5107,6136
75901,51311,117961,118343,121747,119928,136239,118331,119929,1727,150
78405,54303,117961,118327,118492,118747,125738,118453,118749,3190,863
78092,19760,117961,117962,118352,118321,117906,290919,118322,371,5797
924,5717,117961,118300,124725,117905,117906,290919,117908,3568,2977
43147,51372,117961,118343,120666,118777,279443,308574,118779,619,446
38718,50488,118079,118080,117878,117879,118177,19721,117880,2831,768
34867,59267,117961,117962,120924,307024,306404,118331,118332,2119,6137
20308,718,117961,118300,119181,118259,126363,290919,118261,328,6138
44722,25,117961,117962,122224,118321,117906,290919,118322,4708,585
74302,49987,117959,117960,117920,118568,133542,19721,118570,8272,345
6977,7331,117961,118300,118360,118361,118362,118363,118364,2284,39
37439,25,117961,117962,122224,118321,117906,290919,118322,4708,1354
41314,72133,117887,118178,118940,259173,182013,292795,118943,8273,476
23194,17243,117961,118300,120026,120344,311360,118424,120346,1918,260
80094,20361,117961,117962,118352,118321,117906,290919,118322,1765,1463
14666,61247,117910,117911,117920,119192,169561,119184,119194,6518,1672
15064,15278,119062,119091,121678,118028,121679,117887,118030,8274,254
15675,1331,117961,118225,118403,118784,117906,290919,118786,6290,1301
27124,34608,117961,118327,118320,118321,117906,290919,118322,1557,65
42142,25396,118602,118603,118008,118568,125652,19721,118570,7794,1190
43368,3526,117961,118225,137996,119093,121698,119095,119096,3805,3785
35498,27293,120864,121013,128516,118636,302318,118638,118639,7908,66
28534,17992,117916,118011,118810,118568,237783,19721,118570,8275,3861
115131,67326,117910,117911,117912,118568,198040,19721,118570,846,6139
81522,21280,117961,118386,120361,120690,127922,290919,120692,2523,2190
80851,16757,117961,118225,122273,117905,117906,290919,117908,1991,2403
33329,2930,117961,118343,118700,118784,153945,290919,118786,6519,981
100515,2299,117961,117962,119223,123737,131844,118960,123738,1805,6140
34887,4727,117961,118300,125872,118530,278014,118131,118532,2599,4928
1020,5360,117961,118446,122550,118685,120316,308574,118687,8276,22
34950,25242,118555,118178,118320,120690,136365,290919,120692,8277,271
16443,16850,117961,118225,119238,119093,180121,119095,119096,8278,604
74883,52351,118573,118574,118042,118043,135536,270488,118046,8279,1051
79299,49381,118573,118574,117945,259173,127423,292795,118943,3850,244
78940,34611,117961,118327,118320,118321,117906,290919,118322,4720,6142
25993,20648,118219,118220,117941,117879,154842,19721,117880,2964,6
42085,4933,117961,118300,118458,307024,301218,118331,118332,232,106
75834,50806,117961,118446,119961,119962,168365,118205,119964,2458,143
42208,28890,117961,118327,118529,118536,137335,308574,118539,5703,2694
34148,2109,117876,117877,120694,124886,205741,118643,124888,2999,1249
25103,3526,117961,118225,120323,122849,120324,119095,122850,3493,1116
34074,217,117961,118413,120370,117905,117906,290919,117908,4131,2681
20701,14731,117961,118446,118447,118321,222729,290919,118322,5987,613
23921,3395,118573,118574,118042,118043,118043,270488,118046,6499,28
42093,4031,117961,118300,120026,118422,239205,118424,118425,1769,211
28515,14650,118219,118220,117920,117899,117899,19721,117900,8162,2161
16191,46149,117961,118327,4674,118784,174486,290919,118786,5354,1253
25993,13441,117961,118225,122870,118207,279443,270488,118209,1532,6
28149,71171,117961,118386,123844,118321,117906,290919,118322,3382,56
6705,6201,117961,118225,120663,118321,117906,290919,118322,1189,361
39330,205,117961,118386,118746,118784,147114,290919,118786,1012,714
79299,15512,117961,118343,119984,118890,125128,118398,118892,8280,244
33632,14798,117961,118386,118746,128230,302830,4673,128231,5232,6143
42612,4620,117961,118300,119181,117905,180083,290919,117908,3881,3432
58862,5369,117961,118413,122007,117905,117906,290919,117908,4005,6144
23181,53240,117876,117877,117878,117879,117879,19721,117880,1591,1074
79131,21127,117961,118052,119408,118685,120316,308574,118687,8281,4167
34924,5899,117961,118327,120318,118777,296252,308574,118779,43,312
34287,13871,117961,118300,118514,118784,240983,290919,118786,3677,2685
14354,21162,118095,118096,118008,118568,125652,19721,118570,5946,34
16373,4341,117961,118300,118957,118784,240983,290919,118786,1770,6145
37804,8686,117961,118327,119830,117905,117906,290919,117908,5802,5226
16084,17835,117961,118225,118403,121594,170665,4673,121596,6775,6146
25280,3918,117961,118343,118660,118912,309291,118424,118914,2561,1399
14354,17002,5110,117954,117895,118568,281735,19721,118570,4083,34
37260,13037,118006,118007,118008,117885,117886,117887,117888,7305,727
25993,5919,117961,118446,16232,118784,121873,290919,118786,2236,6
77163,7411,117961,118386,118746,118451,152307,118453,118454,1303,4741
102654,17326,117961,118386,118746,133306,135146,118205,133308,1201,6147
75440,74983,118200,118201,117884,118568,147925,19721,118570,8282,6148
39331,56723,118315,118316,118317,118318,118318,118205,118319,5998,528
45241,47104,117890,117891,117878,117879,117879,19721,117880,856,3884
6977,4013,117961,118300,118514,117905,117906,290919,117908,5122,39
80847,49657,117961,118300,121405,117905,117906,290919,117908,6526,4076
15030,4663,117961,118225,122298,120591,132696,119095,120593,778,11
4677,5537,117961,118413,120370,117905,117906,290919,117908,4067,1536
80351,16121,117961,118225,119824,121122,245229,118612,121124,8283,2646
75934,7583,118990,118991,118992,118321,117906,290919,118322,3519,6149
34583,669,117961,118343,118437,117905,117906,290919,117908,5126,577
75214,3697,120140,120141,118933,118747,261774,118453,118749,7868,2819
3130,15406,117961,118225,118403,119351,257510,3130,119353,3104,858
79092,7370,117961,118413,118481,117905,128528,290919,117908,3481,156
710,1311,117961,117962,117904,128230,302830,4673,128231,3193,3193
43683,6039,117890,118102,117878,117879,141773,19721,117880,8284,3849
25628,126191,119301,119302,119303,118321,117906,290919,118322,3817,2354
25993,4961,117961,118343,118833,307024,294485,118331,118332,1378,6
17183,15729,120864,120865,124449,120647,310327,118398,120649,3915,1
14937,5739,117961,118446,118684,127108,132156,118667,127110,3842,3093
15022,6454,117961,118343,118856,118321,150358,290919,118322,5738,805
20897,34064,117961,118386,118387,117905,117906,290919,117908,8285,383
81374,311012,117961,118343,123454,117905,117906,290919,117908,8286,6150
75834,15993,117961,117969,121617,131849,149815,121620,131851,476,143
75834,5244,117961,118343,119598,118321,240983,290919,118322,1509,143
45035,9959,118742,118743,117920,118568,120997,19721,118570,7628,242
14666,50556,117910,117911,117884,118568,170423,19721,118570,2602,1672
16018,7320,5110,117954,122672,128197,273102,119772,128199,1902,501
15723,141,117961,118225,122273,117905,117906,290919,117908,2890,1069
74728,4566,119062,119091,118992,117905,117906,290919,117908,1564,3005
2925,2930,117961,118343,118700,118321,117906,290919,118322,7490,1345
39329,59785,91261,118026,120671,121143,184917,249618,121145,8287,2971
3853,56199,117961,118052,118706,117905,117906,290919,117908,4225,75
26360,5262,119596,119597,124133,120344,282594,118424,120346,1227,391
43906,8074,117961,118300,119181,118321,117906,290919,118322,431,4904
75078,7069,117961,118386,123844,117905,240983,290919,117908,3855,81
75216,51791,117961,119256,120943,118995,280788,292795,118997,3398,1468
28568,94579,119402,119403,117895,117896,117913,117887,117898,5572,1749
34861,49696,117961,118052,122938,117905,117906,290919,117908,7785,1683
20252,7370,117961,118413,118481,118321,117906,290919,118322,1767,6151
5906,5968,117961,118446,16232,122860,293990,3130,122862,8288,1621
117856,59748,117961,118386,121961,118784,117906,290919,118786,4053,6152
37100,2819,117961,118300,120410,118784,118785,290919,118786,2120,6153
79092,17592,117961,118386,121961,118368,254718,117887,118486,3760,156
80712,5115,117961,118300,118631,119587,176829,118704,119589,1162,6154
42093,4909,117961,118300,118458,120006,143820,118424,120008,2189,211
1020,2229,117961,118327,118450,119192,132731,119184,119194,7818,22
917,994,117961,118300,120312,120516,123107,120518,120519,2142,239
18418,12394,119134,119135,125821,118422,300136,118424,118425,4153,320
45444,15967,117961,118300,124942,118321,240983,290919,118322,3133,133
932,6225,117961,118343,120722,118784,117906,290919,118786,255,3738
58928,7122,117961,118225,118403,117905,117906,290919,117908,8289,90
25993,17270,117961,118300,128830,118826,150790,118424,118828,282,6
3853,2991,117961,118343,118700,118321,117906,290919,118322,1943,75
31996,7553,117961,118225,118403,118321,117906,290919,118322,650,3852
45652,4474,117961,118446,119064,118321,118448,290919,118322,5875,69
27323,1986,117961,117962,119223,124886,306399,118643,124888,4438,718
4675,7560,117961,118300,119181,117905,290919,290919,117908,4403,10
79092,4641,117961,118343,121747,117905,117906,290919,117908,2223,156
29071,5178,117961,118343,118660,118826,158101,118424,118828,288,6155
23571,1350,117961,118052,122938,118321,117906,290919,118322,530,6156
79020,27,117961,118413,120370,118685,279443,308574,118687,7553,6157
18063,7076,117961,118225,120041,122849,120324,119095,122850,3792,5878
79092,7578,117961,118343,120722,118321,118448,290919,118322,3332,156
14354,61859,118219,118220,118221,118568,268194,19721,118570,8290,34
23965,4933,117961,118300,118458,307024,215389,118331,118332,4232,386
34861,18190,117961,118386,119954,118321,117906,290919,118322,8291,1683
41115,27214,117961,118386,118692,118259,132715,290919,118261,2305,4868
41576,50089,117961,118343,118514,117905,117906,290919,117908,4717,4081
45904,19881,118006,118007,117941,117879,117897,19721,117880,2834,709
20666,7683,118555,118178,117945,259173,201292,292795,118943,8292,2178
32398,57757,117961,118343,142038,118321,118448,290919,118322,3729,6158
75463,83216,91261,118026,118317,118278,118260,290919,118279,3209,2700
79325,15383,117961,118343,119984,118396,269406,118398,118399,3462,1118
6711,17759,117961,118413,122007,118685,279443,308574,118687,6698,674
34346,820,117961,118300,123719,118321,118406,290919,118322,1954,2728
25749,2498,118169,118170,118623,117946,157333,292795,117948,8293,553
75426,25329,118212,119763,123173,119849,263199,118638,119851,4404,4228
25231,46170,118290,118291,118889,118890,307233,118398,118892,8294,126
79327,82613,117961,118300,119984,118890,311441,118398,118892,3324,4937
80210,15404,117961,118343,118395,123067,269406,118398,123068,6636,1454
20487,2983,117961,118343,118700,118784,165715,290919,118786,4735,735
3853,25557,117961,118300,121951,118321,117906,290919,118322,7611,75
33423,21563,117961,118446,118471,130606,255657,118474,130607,8295,801
20281,53396,117916,118150,117920,118568,281735,19721,118570,457,1241
84820,2407,117961,118446,120317,118321,117906,290919,118322,1418,870
74190,1443,117961,118343,120722,117905,117906,290919,117908,4731,3407
829,17831,117961,118343,28618,121594,131163,4673,121596,2777,6159
41314,5550,118256,118257,117945,118995,118806,292795,118997,8296,476
33323,17614,117902,118041,118042,118043,118044,270488,118046,119,3949
20364,49646,119691,119692,118635,120903,118406,119695,120904,2292,83
1805,1806,117961,118413,122007,118321,117906,290919,118322,1242,4299
13878,8785,117961,117962,117904,119949,230830,290919,119951,8297,36
33119,4997,118290,118291,121108,119502,132803,117887,119503,2094,6160
3003,3043,117961,118413,118481,117905,117906,290919,117908,8298,2641
73756,10038,5110,117954,117895,117885,117955,117887,117888,3810,99
25270,18417,117961,118343,119598,122297,301475,118331,118899,8299,630
87833,5238,118290,118291,118053,132692,134889,270488,132694,471,6161
1020,7551,117961,118052,118867,117905,172635,290919,117908,53,22
37639,48227,118106,118107,117884,117885,117913,117887,117888,6981,1429
43416,85343,117961,118327,118933,118321,117906,290919,118322,3015,541
42448,17326,117961,118386,118746,133306,135146,118205,133308,1201,3617
21305,8505,117961,117962,118352,118321,117906,290919,118322,4091,5568
37410,20382,117961,118300,124942,118777,279443,308574,118779,1907,894
78110,311651,117980,118076,117920,118568,122142,19721,118570,8300,2997
13878,73001,117910,118855,117884,117879,117886,19721,117880,4937,36
43670,71401,91261,118026,118063,128422,128423,118453,128424,4984,4724
14570,21019,117961,118386,128516,126820,132015,118638,126822,1734,37
15022,25607,117961,118343,118856,118368,118368,117887,118486,6832,805
86929,17789,117961,118052,119986,118784,118785,290919,118786,7427,6162
25951,18686,117961,118386,121883,118321,117906,290919,118322,844,6163
4675,20170,117961,118413,120526,130857,279443,308574,130858,2215,10
17849,4710,117961,118343,120709,119997,278014,118131,119998,8301,417
33411,6119,117961,118343,6104,118321,117906,290919,118322,8302,3202
74466,7398,117961,118225,118616,117905,117906,290919,117908,3603,336
75078,71203,117961,118386,118522,132737,133652,123689,132739,7894,81
27082,8430,117961,118225,118403,118321,117906,290919,118322,4368,259
80168,36145,117961,118052,120304,307024,311622,118331,118332,51,6164
39177,25487,5110,117954,117895,117899,117897,19721,117900,2405,5159
82375,7547,117961,118327,118933,118784,130086,290919,118786,2203,5825
2824,20533,118169,118170,117945,117946,125711,292795,117948,5152,1736
42085,25612,120268,120269,120270,118370,162209,118372,118373,2902,106
20747,11826,117989,117990,117920,145648,123191,119784,163313,8303,4586
42610,4620,117961,118300,119181,118784,121873,290919,118786,501,3507
100497,4341,117961,118300,118957,118784,213944,290919,118786,4236,6165
31931,16103,117961,118327,120283,150752,166638,118643,150754,5332,6166
7543,124925,117961,118225,122273,118321,240983,290919,118322,4245,169
116246,1140,117961,117962,118352,118321,117906,290919,118322,2108,4547
29304,57133,117980,118076,117912,118568,146968,19721,118570,8304,217
38972,58881,118256,118257,117945,126684,280788,292795,126685,4620,618
915,6285,117961,118300,120312,118054,128999,117887,118055,7976,258
42093,43994,117961,117962,118791,307024,306404,118331,118332,2251,211
15064,49388,118887,118888,118631,118293,301534,118295,118296,8305,254
20299,31857,117929,117930,117941,117879,117886,19721,117880,8306,807
15672,7504,117961,118300,118783,118321,117906,290919,118322,2525,20
74115,4669,117961,118327,118391,118321,117906,290919,118322,5513,923
33592,24192,11146,118491,118810,119323,119324,19793,119325,5968,1829
14960,22363,118084,118085,117912,117879,117886,19721,117880,7163,354
391,638,117926,118266,119569,117885,117913,117887,117888,8307,467
41698,5657,117961,118300,121176,117905,117906,290919,117908,7116,3823
14570,19706,117935,117936,117878,118568,118568,19721,118570,3610,37
90379,7369,117961,118386,118896,118321,117906,290919,118322,922,4816
15064,16602,117961,118327,120694,118054,124356,117887,118055,8308,254
17087,46472,117961,119256,120943,118995,119235,292795,118997,8309,6168
28306,50806,117961,118446,119064,118278,125889,290919,118279,1620,6169
31661,6482,117961,118343,118821,118321,117906,290919,118322,7906,3211
45904,50584,118006,118007,117941,117899,117897,19721,117900,6987,709
73815,28232,118315,118463,118522,119172,132732,118467,119174,8310,533
42488,7553,117961,118225,118403,118784,118785,290919,118786,2994,3583
42015,743,117961,118300,119181,118784,117906,290919,118786,2973,2412
3661,82563,118550,118551,118552,118054,121603,117887,118055,8311,419
17249,4998,117961,118343,119598,118980,146026,118295,118982,3181,482
23990,1276,117902,117903,120171,120990,137612,118398,120992,1153,733
20349,2354,117961,117962,118501,118502,118503,118504,118505,2144,123
23181,298402,117890,117891,117878,117879,117879,19721,117880,8312,1074
25059,4931,118290,118291,120026,118422,243787,118424,118425,1079,6170
20364,2710,118290,118291,120823,118396,269406,118398,118399,641,83
52683,57133,117980,118076,117912,117879,124376,19721,117880,8313,284
79969,17209,117961,118052,123144,123067,233714,118398,123068,7311,2086
4675,17327,117961,118446,118684,118321,117906,290919,118322,1730,10
14570,23269,117961,118300,119019,120812,311057,118638,120814,8167,37
972,51196,117961,118343,118911,118912,284092,118424,118914,4647,1000
26360,15513,117961,118052,123144,118890,125128,118398,118892,5474,391
79121,6235,117961,118343,118437,307024,311622,118331,118332,5881,113
37709,25445,118023,118024,117895,118568,281735,19721,118570,6582,1110
15714,15440,118256,118257,117945,280788,128130,292795,119082,6931,367
278393,21033,117961,118300,123749,166592,166593,118638,166594,3120,76
25749,51753,121005,121006,117945,117946,270421,292795,117948,8314,553
15805,18211,117961,118386,119214,118321,117906,290919,118322,1485,97
20293,17839,118216,118587,117884,117885,117913,117887,117888,8315,58
6977,7491,117961,118300,119181,117905,117906,290919,117908,8316,39
79950,15421,117961,117969,118970,118396,233714,118398,118399,5424,1731
36480,15746,117961,118052,119742,118321,117906,290919,118322,353,92
79092,6235,117961,118343,118437,118777,279443,308574,118779,5479,156
79610,58865,117961,118446,119064,120097,139690,270488,120099,3141,5174
78859,2034,117961,118052,118328,299559,259703,118205,163732,4553,6171
31728,25,117961,117962,122224,118321,117906,290919,118322,4708,4648
23965,3770,117961,118343,123144,118890,125128,118398,118892,3036,386
75649,3053,117961,118225,120663,118641,306399,118643,118644,1582,700
20733,50675,117983,117984,117878,117879,117879,19721,117880,8317,641
43952,7434,117961,118343,118514,118321,117906,290919,118322,2818,1778
30932,53010,118752,119070,118042,118043,118043,270488,118046,3892,1440
27416,1549,118084,118085,117920,120632,226503,118131,120634,6552,213
39325,8501,117961,118386,120361,117905,117906,290919,117908,4912,1517
917,23789,118074,23779,117884,118568,251257,19721,118570,8318,239
80905,7021,117961,118300,118783,118321,117906,290919,118322,6570,2344
38480,59505,117916,118011,117912,117885,117913,117887,117888,8319,371
20897,41782,118315,118463,118522,118530,278014,118131,118532,4359,383
75951,44053,117961,117962,117904,118368,118368,117887,118486,6733,6172
78839,795,117961,118225,120551,117905,117906,290919,117908,2022,6173
3853,51127,117961,118446,120368,117905,117906,290919,117908,2348,75
23164,7647,117961,118300,119181,122551,295130,118762,122552,8320,474
42093,19702,118269,118270,117878,118568,118568,19721,118570,1140,211
28315,70260,117961,118225,120535,120647,159051,118398,120649,1664,1268
117291,15779,117961,118300,19772,118321,117906,290919,118322,1255,6174
4675,2270,117961,118413,120584,118777,279443,308574,118779,4511,10
34730,70062,117961,118386,118746,117905,117906,290919,117908,52,889
16443,7076,117961,118225,120323,119093,136840,119095,119096,83,604
35792,46165,118887,118888,118889,121527,126250,118398,121529,6983,707
1020,123310,117961,118386,121883,118321,117906,290919,118322,1078,22
74212,7411,117961,118386,118746,118747,130134,118453,118749,1566,1917
75901,4931,118290,118291,120026,118422,243787,118424,118425,1079,150
74302,5490,117961,117962,5488,118641,118642,118643,118644,6611,345
42976,4713,117961,118052,120398,118459,299565,249618,118461,6720,226
39883,52194,117961,118052,118867,118054,118054,117887,118055,8321,49
40299,7393,117902,117903,120428,117905,117906,290919,117908,3221,6175
43963,4565,117961,118386,121961,117905,290878,290919,117908,1193,2919
832,5717,117961,118300,124725,117905,117906,290919,117908,3568,3078
72024,36145,117961,118052,120304,307024,311622,118331,118332,51,485
40867,70169,117961,118386,118635,131997,167505,131999,132000,1024,57
108235,2062,117961,118327,119830,120773,118959,118960,120774,3895,6176
